"ID","Block","dam","sire","Strain","ID.1","Sex","Day","Trt","D0","D1","D2","D3","D4","Notes"
"AA_F385","12","A","A","AA",385,"F","D4","FLU",20.85,20,20.3,18.4,16.9,NA
"AA_F386","12","A","A","AA",386,"F","D4","MOCK",21.5,21,20.9,21.5,21.15,NA
"AA_F393","12","A","A","AA",393,"F","D4","FLU",19.3,19.05,19.4,17.35,15.7,NA
"AA_F507","25","A","A","AA",507,"F","D2","FLU",21.7,22,21.45,NA,NA,NA
"AA_F509","25","A","A","AA",509,"F","D2","MOCK",18.4,18.25,18.3,NA,NA,NA
"AA_F510","25","A","A","AA",510,"F","D2","FLU",16.7,16.6,16.7,NA,NA,NA
"AA_F516","25","A","A","AA",516,"F","D2","FLU",16.3,16.6,16.25,NA,NA,NA
"AA_M358","8","A","A","AA",358,"M","D2","FLU",21.3,21.1,21.5,NA,NA,NA
"AA_M359","8","A","A","AA",359,"M","D2","MOCK",20.45,20.3,20.3,NA,NA,NA
"AA_M361","8","A","A","AA",361,"M","D2","FLU",21.9,21.85,22.5,NA,NA,NA
"AA_M371","8","A","A","AA",371,"M","D2","FLU",24,23.2,23.2,NA,NA,NA
"AA_M486","23","A","A","AA",486,"M","D4","MOCK",24,24,24.35,24.45,23.7,NA
"AA_M494","23","A","A","AA",494,"M","D4","FLU",23.9,22.75,23.3,19.85,18,NA
"AA_M874","56","A","A","AA",874,"M","D4","MOCK",20.8,20.2,20.6,20.25,19.75,NA
"AA_M876","56","A","A","AA",876,"M","D4","FLU",22.7,22.2,22.7,20.65,18.95,NA
"AA_M877","56","A","A","AA",877,"M","D4","FLU",21.7,21.55,21.25,20.85,20.35,NA
"AA_M883","56","A","A","AA",883,"M","D4","FLU",22.65,22.25,23,22.4,21.8,NA
"AB_F132","15","A","B","AB",132,"F","D4","MOCK",21.05,20.95,21.1,21.15,21.5,NA
"AB_F138","15","A","B","AB",138,"F","D4","FLU",22.8,23.05,21.95,20.75,19.4,NA
"AB_F142","15","A","B","AB",142,"F","D4","FLU",23.35,23.65,22.4,21.3,19.75,NA
"AB_F152","15","A","B","AB",152,"F","D4","FLU",20.3,20.45,19.75,19.1,18.25,NA
"AB_F262","64","A","B","AB",262,"F","D4","FLU",18,18.5,19.05,16.7,15.3,NA
"AB_F263","64","A","B","AB",263,"F","D4","FLU",17.65,18.4,17.75,16,14.65,NA
"AB_F264","64","A","B","AB",264,"F","D4","FLU",17.55,17.6,19,16.85,15.3,NA
"AB_F267","64","A","B","AB",267,"F","D4","MOCK",18.6,19.2,20.05,19.15,19.3,NA
"AB_F81","12","A","B","AB",81,"F","D2","MOCK",19.35,18.45,18.5,NA,NA,NA
"AB_F83","12","A","B","AB",83,"F","D2","FLU",19.5,20.6,19.95,NA,NA,NA
"AB_F86","12","A","B","AB",86,"F","D2","FLU",20.6,19.3,18.8,NA,NA,NA
"AB_F91","12","A","B","AB",91,"F","D2","FLU",25.15,24.45,23.75,NA,NA,NA
"AB_M119","14","A","B","AB",119,"M","D4","FLU",27.75,27.5,27.25,25.4,23.45,NA
"AB_M121","14","A","B","AB",121,"M","D4","MOCK",27.4,27.4,27.3,27.75,27.5,NA
"AB_M136","15","A","B","AB",136,"M","D2","FLU",32.2,32.15,32.08,NA,NA,NA
"AB_M137","15","A","B","AB",137,"M","D2","FLU",31.65,32.15,32,NA,NA,NA
"AB_M150","15","A","B","AB",150,"M","D2","FLU",28.6,28.65,28.3,NA,NA,NA
"AB_M151","15","A","B","AB",151,"M","D2","MOCK",22.85,22.75,22.65,NA,NA,"unusually smallD0 weight for group"
"AB_M258","64","A","B","AB",258,"M","D2","FLU",22.8,23.25,23.15,NA,NA,NA
"AB_M259","64","A","B","AB",259,"M","D2","MOCK",24.4,24.4,24.4,NA,NA,NA
"AB_M261","64","A","B","AB",261,"M","D2","FLU",21.6,22.05,21.95,NA,NA,NA
"AB_M265","64","A","B","AB",265,"M","D2","FLU",24.7,25.05,24.8,NA,NA,NA
"AB_M92","14","A","B","AB",92,"M","D4","FLU",24.8,24.2,23.7,22.25,20.8,NA
"AB_M94","14","A","B","AB",94,"M","D4","FLU",27.6,27.3,26.7,25,22.9,NA
"AC_F101","56","A","C","AC",101,"F","D4","FLU",19.6,19,18.25,16.7,15.45,NA
"AC_F102","56","A","C","AC",102,"F","D2","MOCK",20,19.3,19.75,NA,NA,NA
"AC_F75","56","A","C","AC",75,"F","D2","FLU",20.75,20.05,19.45,NA,NA,NA
"AC_F76","56","A","C","AC",76,"F","D4","FLU",22.7,22.1,21.5,19.3,17.95,NA
"AC_F77","56","A","C","AC",77,"F","D4","MOCK",20.05,19.7,20.3,20.45,20.3,NA
"AC_F82","56","A","C","AC",82,"F","D2","FLU",22.45,21.65,20.6,NA,NA,NA
"AC_F83","56","A","C","AC",83,"F","D2","FLU",22.05,21.5,21.05,NA,NA,NA
"AC_F99","56","A","C","AC",99,"F","D4","FLU",19.1,19,18.7,16.55,15.45,NA
"AC_M11","43","A","C","AC",11,"M","D2","FLU",26.1,26.4,24.9,NA,NA,NA
"AC_M12","43","A","C","AC",12,"M","D2","FLU",26.75,27.25,25.4,NA,NA,NA
"AC_M171","84","A","C","AC",171,"M","D4","FLU",27.7,28.2,27.55,26.15,24.25,NA
"AC_M172","84","A","C","AC",172,"M","D4","FLU",30.15,30.6,29.95,28.75,26.7,NA
"AC_M173","84","A","C","AC",173,"M","D4","MOCK",28.1,28,27.65,28,27.7,NA
"AC_M177","84","A","C","AC",177,"M","D4","FLU",27.85,28.1,27.7,26.35,24,NA
"AC_M2","43","A","C","AC",2,"M","D2","MOCK",31.2,30.7,30.65,NA,NA,NA
"AC_M5","43","A","C","AC",5,"M","D2","FLU",29.15,30.35,27.75,NA,NA,NA
"AD_F22","51","A","D","AD",22,"F","D2","FLU",22.05,22.9,22.25,NA,NA,NA
"AD_F23","51","A","D","AD",23,"F","D2","FLU",19.2,20.05,19.5,NA,NA,NA
"AD_F25","51","A","D","AD",25,"F","D2","FLU",18.8,18.8,18.6,NA,NA,NA
"AD_F26","51","A","D","AD",26,"F","D2","MOCK",19.8,20.1,19.05,NA,NA,NA
"AD_F51","57","A","D","AD",51,"F","D2","MOCK",22.75,22.6,22.15,NA,NA,NA
"AD_F52","57","A","D","AD",52,"F","D2","FLU",22.9,23.05,22.2,NA,NA,NA
"AD_F53","57","A","D","AD",53,"F","D2","FLU",20.75,20.8,20.65,NA,NA,NA
"AD_F56","57","A","D","AD",56,"F","D2","FLU",18.7,18.9,18.3,NA,NA,NA
"AD_F57","57","A","D","AD",57,"F","D4","FLU",18.9,18.85,19,17.2,16.1,NA
"AD_F58","57","A","D","AD",58,"F","D4","FLU",20,20.1,20.25,18.05,17.15,NA
"AD_F78","57","A","D","AD",78,"F","D4","FLU",22.75,22.95,22.85,20.6,19.4,NA
"AD_F79","57","A","D","AD",79,"F","D4","MOCK",23.9,24.25,24.5,24.8,24.05,NA
"AD_M179","82","A","D","AD",179,"M","D2","MOCK",29.75,29.1,28.7,NA,NA,NA
"AD_M180","82","A","D","AD",180,"M","D2","FLU",31.4,31.1,30.05,NA,NA,NA
"AD_M181","82","A","D","AD",181,"M","D2","FLU",31.1,30.6,29.8,NA,NA,NA
"AD_M182","82","A","D","AD",182,"M","D2","FLU",33.25,32.6,31.75,NA,NA,NA
"AD_M41","57","A","D","AD",41,"M","D4","FLU",33,32.95,32.9,29.05,27.75,NA
"AD_M47","57","A","D","AD",47,"M","D4","FLU",28.5,28.45,28,25,23.8,NA
"AD_M48","57","A","D","AD",48,"M","D4","FLU",26.6,27.1,26.8,23.75,22.7,NA
"AD_M49","57","A","D","AD",49,"M","D4","MOCK",28,27.85,27.75,28.45,27.9,NA
"AE_F43","57","A","E","AE",43,"F","D2","FLU",30.25,30,29.9,NA,NA,NA
"AE_F45","57","A","E","AE",45,"F","D2","FLU",26.25,26.2,25.95,NA,NA,NA
"AE_F46","57","A","E","AE",46,"F","D2","FLU",24.9,24.65,24.45,NA,NA,NA
"AE_F47","57","A","E","AE",47,"F","D2","MOCK",27,26.15,25.8,NA,NA,NA
"AE_F65","59","A","E","AE",65,"F","D4","FLU",27.8,27.8,27.55,25.75,25.25,NA
"AE_F66","59","A","E","AE",66,"F","D4","MOCK",24.8,24.1,23.7,24.2,23.1,NA
"AE_F67","59","A","E","AE",67,"F","D4","FLU",26.4,26.4,26.15,24.05,22.75,NA
"AE_F68","59","A","E","AE",68,"F","D4","FLU",25.1,25.05,24.75,22.4,21.2,NA
"AE_F86","64","A","E","AE",86,"F","D4","FLU",24.45,23.75,24.3,23.6,23.8,NA
"AE_F87","64","A","E","AE",87,"F","D4","FLU",24.85,24.5,24.9,23.15,23.15,NA
"AE_F88","64","A","E","AE",88,"F","D4","FLU",24.8,25.3,25.7,24.15,23.05,NA
"AE_F89","64","A","E","AE",89,"F","D4","MOCK",24.5,24.85,24.6,24.95,25.8,NA
"AE_M132","91","A","E","AE",132,"M","D4","MOCK",46.45,45.6,45.3,45.25,44.75,NA
"AE_M133","91","A","E","AE",133,"M","D4","FLU",48.35,47.75,47.15,45.45,44.15,NA
"AE_M134","91","A","E","AE",134,"M","D4","FLU",48.55,47.85,46.85,45.05,42.4,NA
"AE_M135","91","A","E","AE",135,"M","D4","FLU",45.7,45.4,44.55,43,40.6,NA
"AE_M82","64","A","E","AE",82,"M","D2","FLU",26.25,26.7,26.05,NA,NA,NA
"AE_M83","64","A","E","AE",83,"M","D2","FLU",35.1,35.8,35.25,NA,NA,NA
"AE_M84","64","A","E","AE",84,"M","D2","FLU",33.9,34,34.2,NA,NA,NA
"AE_M85","64","A","E","AE",85,"M","D2","MOCK",31.1,30.9,30.45,NA,NA,NA
"AF_F15","69","A","F","AF",15,"F","D2","FLU",17.45,17.4,16.85,NA,NA,NA
"AF_F16","69","A","F","AF",16,"F","D2","FLU",19.6,19.15,18.8,NA,NA,NA
"AF_F17","69","A","F","AF",17,"F","D2","FLU",18.9,18.6,18.1,NA,NA,NA
"AF_F18","69","A","F","AF",18,"F","D2","MOCK",18.6,18.5,18,NA,NA,NA
"AF_F75","91","A","F","AF",75,"F","D4","FLU",17.4,16.8,16.45,16.1,14.95,NA
"AF_F76","91","A","F","AF",76,"F","D4","FLU",18,17.25,17.2,16.5,16.1,NA
"AF_F77","91","A","F","AF",77,"F","D4","FLU",16.2,16.5,15.35,14.4,13.3,NA
"AF_F78","91","A","F","AF",78,"F","D4","MOCK",18.8,18.15,18.05,18.1,17.65,NA
"AF_M55","90","A","F","AF",55,"M","D2","FLU",25,25.2,25.15,NA,NA,NA
"AF_M56","90","A","F","AF",56,"M","D2","FLU",24.5,24.45,24.3,NA,NA,NA
"AF_M57","90","A","F","AF",57,"M","D2","MOCK",25.6,25.5,25.6,NA,NA,NA
"AF_M58","90","A","F","AF",58,"M","D2","FLU",23.25,23.1,23.4,NA,NA,NA
"AF_M80","91","A","F","AF",80,"M","D4","FLU",27.8,26.45,26.05,26.4,26.4,NA
"AF_M81","91","A","F","AF",81,"M","D4","FLU",23.65,23.5,22.9,22.25,22.35,NA
"AF_M82","91","A","F","AF",82,"M","D4","FLU",31.2,29.8,29.05,28.6,28.5,NA
"AF_M83","91","A","F","AF",83,"M","D4","MOCK",30.45,31.2,29.85,29.7,29.1,NA
"AG_F101","69","A","G","AG",101,"F","D4","FLU",16.9,16.2,17.1,15.8,15.9,NA
"AG_F76","64","A","G","AG",76,"F","D2","FLU",15.6,15,15.3,NA,NA,NA
"AG_F77","64","A","G","AG",77,"F","D2","FLU",16.4,15.5,16,NA,NA,NA
"AG_F79","64","A","G","AG",79,"F","D2","MOCK",15.35,15.4,15.25,NA,NA,NA
"AG_F82","64","A","G","AG",82,"F","D2","FLU",20.4,19.5,18.95,NA,NA,NA
"AG_F97","69","A","G","AG",97,"F","D4","MOCK",18.25,16.9,16.55,16.95,17,NA
"AG_F98","69","A","G","AG",98,"F","D4","FLU",16.85,16.05,16.05,15.8,16.5,NA
"AG_F99","69","A","G","AG",99,"F","D4","FLU",17.8,16.85,17.9,17.25,17.35,NA
"AG_M103","69","A","G","AG",103,"M","D2","FLU",22.35,21.35,20,NA,NA,NA
"AG_M104","69","A","G","AG",104,"M","D2","FLU",22.15,21.9,21.25,NA,NA,NA
"AG_M203","91","A","G","AG",203,"M","D4","FLU",23.55,22.65,22.8,23,22.1,NA
"AG_M204","91","A","G","AG",204,"M","D4","MOCK",23.35,24.3,24,24.1,23.5,NA
"AG_M205","91","A","G","AG",205,"M","D4","FLU",23.8,23,23.05,22.9,22.2,NA
"AG_M206","91","A","G","AG",206,"M","D4","FLU",24.45,23.25,23.15,23.15,22.6,NA
"AG_M95","69","A","G","AG",95,"M","D2","MOCK",23.4,23.05,22,NA,NA,NA
"AG_M96","69","A","G","AG",96,"M","D2","FLU",21.3,20.4,20.65,NA,NA,NA
"AH_F16","32","A","H","AH",16,"F","D4","FLU",16.25,15.75,16.05,14.3,13.2,NA
"AH_F27","32","A","H","AH",27,"F","D4","MOCK",17.2,17.3,17.1,17.85,17.65,NA
"AH_F53","32","A","H","AH",53,"F","D2","FLU",16.9,17.05,16.15,NA,NA,NA
"AH_F55","32","A","H","AH",55,"F","D4","FLU",16.75,16.45,16.4,14.85,13.55,NA
"AH_F64","32","A","H","AH",64,"F","D4","FLU",17.5,16.8,16.25,14.35,13.5,NA
"AH_F66","32","A","H","AH",66,"F","D2","MOCK",15.85,16,15.8,NA,NA,NA
"AH_F69","32","A","H","AH",69,"F","D2","FLU",17.1,16.85,16.9,NA,NA,NA
"AH_F8","32","A","H","AH",8,"F","D2","FLU",14.8,14.5,14.5,NA,NA,NA
"AH_M12","32","A","H","AH",12,"M","D4","MOCK",18.55,18.6,18.4,18.7,18.45,NA
"AH_M2","32","A","H","AH",2,"M","D4","FLU",22.45,22.25,21.9,19.65,18.05,NA
"AH_M21","32","A","H","AH",21,"M","D2","FLU",20.45,20.8,20.4,NA,NA,NA
"AH_M25","32","A","H","AH",25,"M","D4","FLU",22.8,23.15,22.8,20.5,18.8,NA
"AH_M3","32","A","H","AH",3,"M","D4","FLU",19,19.2,18.8,16.65,15.5,NA
"AH_M4","32","A","H","AH",4,"M","D2","FLU",19.9,20.2,19.8,NA,NA,NA
"AH_M50","32","A","H","AH",50,"M","D2","MOCK",23.1,23.4,22.55,NA,NA,NA
"AH_M7","32","A","H","AH",7,"M","D2","FLU",21.05,21.05,20.7,NA,NA,NA
"BA_F120","8","B","A","BA",120,"F","D2","FLU",20.9,20.95,21.15,NA,NA,NA
"BA_F13","5","B","A","BA",13,"F","D4","FLU",18.59,19.3,19.25,18.4,17.3,NA
"BA_F145","8","B","A","BA",145,"F","D2","MOCK",22.05,21.8,22.15,NA,NA,NA
"BA_F19","5","B","A","BA",19,"F","D4","FLU",20.07,19.8,19.7,17.55,16.35,NA
"BA_F21","5","B","A","BA",21,"F","D4","FLU",20.65,21.1,20.1,18,17.1,NA
"BA_F8","5","B","A","BA",8,"F","D4","MOCK",17.56,17.65,17,17.5,18.05,NA
"BA_F94","8","B","A","BA",94,"F","D2","FLU",18.9,19.25,19.8,NA,NA,NA
"BA_F97","8","B","A","BA",97,"F","D2","FLU",19.9,20,20.3,NA,NA,NA
"BA_M102","8","B","A","BA",102,"M","D2","FLU",30.55,30.05,29.35,NA,NA,NA
"BA_M103","8","B","A","BA",103,"M","D2","FLU",26.15,26.35,26.3,NA,NA,NA
"BA_M109","8","B","A","BA",109,"M","D2","MOCK",29.75,29.2,29.1,NA,NA,NA
"BA_M16","5","B","A","BA",16,"M","D2","FLU",29.85,29.8,29.9,NA,NA,NA
"BA_M26","5","B","A","BA",26,"M","D2","FLU",27.2,27.2,26.75,NA,NA,NA
"BA_M269","21","B","A","BA",269,"M","D4","MOCK",25.8,25.7,25.75,26.05,25.9,NA
"BA_M278","21","B","A","BA",278,"M","D4","FLU",25.2,24.75,23.85,21.6,20.05,NA
"BA_M281","21","B","A","BA",281,"M","D4","FLU",28.25,27.9,27.4,24,22.5,NA
"BA_M282","21","B","A","BA",282,"M","D4","FLU",25.95,26.1,24.85,22.35,20.9,NA
"BA_M35","5","B","A","BA",35,"M","D2","FLU",28.3,29.15,29,NA,NA,NA
"BA_M38","5","B","A","BA",38,"M","D2","MOCK",27.76,27.9,27.4,NA,NA,NA
"BA_M92","8","B","A","BA",92,"M","D2","FLU",27.35,27.05,26.7,NA,NA,NA
"BB_F528","1","B","B","BB",528,"F","D4","FLU",19.25,19.35,19,16.65,15.7,NA
"BB_F529","1","B","B","BB",529,"F","D4","FLU",20.1,19.9,19.8,16.8,16.1,NA
"BB_F551","1","B","B","BB",551,"F","D4","MOCK",18.55,18.5,18.9,18.75,18.1,NA
"BB_F567","1","B","B","BB",567,"F","D4","FLU",21.15,20.2,20.3,19.8,20.2,NA
"BB_F848","7","B","B","BB",848,"F","D2","FLU",21,21.6,21.6,NA,NA,NA
"BB_F856","7","B","B","BB",856,"F","D2","FLU",19.3,19.85,19.55,NA,NA,NA
"BB_F862","7","B","B","BB",862,"F","D2","MOCK",20.7,20.9,21.3,NA,NA,NA
"BB_M507","1","B","B","BB",507,"M","D2","MOCK",27.03,26.6,26.45,NA,NA,NA
"BB_M518","1","B","B","BB",518,"M","D2","FLU",25.42,24.95,24.9,NA,NA,NA
"BB_M521","1","B","B","BB",521,"M","D4","MOCK",26.93,26.95,26.6,26.5,26.1,NA
"BB_M522","1","B","B","BB",522,"M","D4","FLU",27.61,27.75,27.3,25.25,24.75,NA
"BB_M526","1","B","B","BB",526,"M","D2","FLU",25.26,24.9,24.55,NA,NA,NA
"BB_M533","1","B","B","BB",533,"M","D4","FLU",25.55,25.5,25.35,25.6,25.25,NA
"BB_M548","1","B","B","BB",548,"M","D4","FLU",24.42,24.25,24.25,22.25,21.55,NA
"BB_M552","1","B","B","BB",552,"M","D2","FLU",24.66,24.5,24.55,NA,NA,NA
"BC_F102","19","B","C","BC",102,"F","D2","FLU",21.35,21.15,21.5,NA,NA,NA
"BC_F103","19","B","C","BC",103,"F","D2","FLU",18.1,17.8,17.7,NA,NA,NA
"BC_F124","19","B","C","BC",124,"F","D2","FLU",20.45,20.55,20.15,NA,NA,NA
"BC_F126","19","B","C","BC",126,"F","D2","MOCK",18.55,18.5,18.65,NA,NA,NA
"BC_F17","14","B","C","BC",17,"F","D4","FLU",16.6,17,17.3,16.25,14.4,NA
"BC_F22","14","B","C","BC",22,"F","D4","MOCK",21.4,21.05,20.9,20.5,20.65,NA
"BC_F28","14","B","C","BC",28,"F","D4","FLU",21.3,20.1,20.1,18.3,16.95,NA
"BC_F3","14","B","C","BC",3,"F","D4","FLU",23.25,22.6,22.9,21.4,19.45,NA
"BC_M12","14","B","C","BC",12,"M","D2","FLU",28.6,28.45,28.25,NA,NA,NA
"BC_M13","14","B","C","BC",13,"M","D4","MOCK",29.1,29.15,29.25,30.05,29.1,NA
"BC_M19","14","B","C","BC",19,"M","D2","FLU",29.8,29.75,29.2,NA,NA,NA
"BC_M2","14","B","C","BC",2,"M","D4","FLU",30.3,31.1,30.5,29,26.95,NA
"BC_M21","14","B","C","BC",21,"M","D4","FLU",30.2,30.7,30.5,30,29.15,NA
"BC_M38","15","B","C","BC",38,"M","D2","FLU",28.15,28.45,27.95,NA,NA,NA
"BC_M42","15","B","C","BC",42,"M","D2","FLU",25.65,25.9,25.75,NA,NA,NA
"BC_M5","14","B","C","BC",5,"M","D2","FLU",31,30.3,29.4,NA,NA,NA
"BC_M51","15","B","C","BC",51,"M","D2","MOCK",27.1,26.75,26.7,NA,NA,NA
"BC_M64","15","B","C","BC",64,"M","D2","FLU",27.45,27.7,27.57,NA,NA,NA
"BC_M7","14","B","C","BC",7,"M","D4","FLU",30.6,31.2,30.35,29,26.6,NA
"BC_M8","14","B","C","BC",8,"M","D2","MOCK",28.3,28.1,28.1,NA,NA,NA
"BD_F169","21","B","D","BD",169,"F","D4","FLU",20.2,20.3,21.5,19.95,20.9,NA
"BD_F170","21","B","D","BD",170,"F","D4","FLU",21.1,20.85,19.05,17.15,15.9,NA
"BD_F171","21","B","D","BD",171,"F","D4","MOCK",20.1,19.75,20.3,20.4,21,NA
"BD_F172","21","B","D","BD",172,"F","D4","FLU",22.25,22.5,21.35,18.6,17.45,NA
"BD_F178","23","B","D","BD",178,"F","D2","FLU",22.65,21.85,21.55,NA,NA,NA
"BD_F179","23","B","D","BD",179,"F","D2","FLU",21.4,21.7,20.85,NA,NA,NA
"BD_F180","23","B","D","BD",180,"F","D2","FLU",20.4,20.6,20.6,NA,NA,NA
"BD_F181","23","B","D","BD",181,"F","D2","MOCK",21.35,21.55,22.2,NA,NA,NA
"BD_M12","15","B","D","BD",12,"M","D4","FLU",27.8,27.75,27.7,27.48,28.09,NA
"BD_M31","15","B","D","BD",31,"M","D2","FLU",29.95,30.3,30.5,NA,NA,NA
"BD_M40","15","B","D","BD",40,"M","D4","MOCK",27.65,28,27.55,27.36,28.21,NA
"BD_M41","15","B","D","BD",41,"M","D4","FLU",28.1,28,27.2,26.19,25.35,NA
"BD_M47","15","B","D","BD",47,"M","D2","MOCK",26.2,26.25,26.55,NA,NA,NA
"BD_M48","15","B","D","BD",48,"M","D2","FLU",31.3,32,32.15,NA,NA,NA
"BD_M56","15","B","D","BD",56,"M","D4","FLU",27.7,27.6,26.05,24.8,23.6,NA
"BD_M72","15","B","D","BD",72,"M","D2","FLU",32.15,31.75,31.85,NA,NA,NA
"BE_F11","43","B","E","BE",11,"F","D4","FLU",27.6,27.7,27.4,26.05,24.95,NA
"BE_F14","43","B","E","BE",14,"F","D4","FLU",23.7,23.75,25,23.5,22.55,NA
"BE_F17","43","B","E","BE",17,"F","D4","MOCK",24.2,24.5,23.7,23.8,24.9,NA
"BE_F20","43","B","E","BE",20,"F","D4","FLU",25.75,25.6,25.65,24.6,24.9,NA
"BE_F54","59","B","E","BE",54,"F","D2","FLU",24.05,24.3,24.25,NA,NA,NA
"BE_F55","59","B","E","BE",55,"F","D2","FLU",23,22.7,22.95,NA,NA,NA
"BE_F56","59","B","E","BE",56,"F","D2","FLU",24,24.1,23.3,NA,NA,NA
"BE_F57","59","B","E","BE",57,"F","D2","MOCK",24,24.4,23.6,NA,NA,NA
"BE_M77","64","B","E","BE",77,"M","D4","FLU",32.6,32.8,32.35,31.4,30.4,NA
"BE_M78","64","B","E","BE",78,"M","D2","FLU",31.6,31.25,31.15,NA,NA,NA
"BE_M80","64","B","E","BE",80,"M","D2","FLU",29.9,30,29.8,NA,NA,NA
"BE_M81","64","B","E","BE",81,"M","D2","FLU",30,30.05,29.6,NA,NA,NA
"BE_M82","64","B","E","BE",82,"M","D4","FLU",30.9,31.2,31.4,30.75,30.85,NA
"BE_M89","64","B","E","BE",89,"M","D4","MOCK",27.75,27.35,28.15,28,27.85,NA
"BE_M90","64","B","E","BE",90,"M","D2","MOCK",28.2,29.1,29.05,NA,NA,NA
"BE_M91","64","B","E","BE",91,"M","D4","FLU",29.25,30.25,30.2,29.9,29.9,NA
"BF_F20","33","B","F","BF",20,"F","D2","FLU",17.25,17.5,15.8,NA,NA,NA
"BF_F21","33","B","F","BF",21,"F","D2","FLU",18.05,18.5,17.45,NA,NA,NA
"BF_F24","33","B","F","BF",24,"F","D2","MOCK",18.1,18.5,18.05,NA,NA,NA
"BF_F34","33","B","F","BF",34,"F","D2","FLU",17,17.75,16.8,NA,NA,NA
"BF_F41","34","B","F","BF",41,"F","D4","FLU",19.55,20.1,20.15,19.8,19.15,NA
"BF_F42","34","B","F","BF",42,"F","D4","MOCK",18.9,19.75,19.6,19.05,19.3,NA
"BF_F43","34","B","F","BF",43,"F","D4","FLU",19.75,19.85,19.9,19.75,19.45,NA
"BF_F44","34","B","F","BF",44,"F","D4","FLU",21.15,21.3,21.3,21.45,21.25,NA
"BF_M19","33","B","F","BF",19,"M","D4","FLU",22.05,23.5,23.6,23.8,23.3,NA
"BF_M27","33","B","F","BF",27,"M","D4","MOCK",23.1,22.7,22.7,22.7,22.05,NA
"BF_M30","33","B","F","BF",30,"M","D4","FLU",24.45,24.4,23.6,23.45,22.6,NA
"BF_M31","33","B","F","BF",31,"M","D4","FLU",26.6,27,24.45,22.5,20.8,NA
"BF_M45","36","B","F","BF",45,"M","D2","FLU",22.1,22.05,21.9,NA,NA,NA
"BF_M46","36","B","F","BF",46,"M","D2","MOCK",22.8,22.65,22.35,NA,NA,NA
"BF_M47","36","B","F","BF",47,"M","D2","FLU",21.6,21.5,21.7,NA,NA,NA
"BF_M48","36","B","F","BF",48,"M","D2","FLU",25.35,26.05,25.25,NA,NA,NA
"BG_F100","32","B","G","BG",100,"F","D2","MOCK",14.75,15.2,15.45,NA,NA,NA
"BG_F107","32","B","G","BG",107,"F","D2","FLU",15.15,15.9,15.6,NA,NA,NA
"BG_F116","32","B","G","BG",116,"F","D2","FLU",15.75,15.9,15.35,NA,NA,NA
"BG_F131","32","B","G","BG",131,"F","D2","FLU",15.05,15.85,15.4,NA,NA,NA
"BG_F74","30","B","G","BG",74,"F","D4","FLU",14.35,14.1,14.25,14.35,14.94,NA
"BG_F75","30","B","G","BG",75,"F","D4","MOCK",14.95,15.25,15.8,15.4,15.43,NA
"BG_F82","30","B","G","BG",82,"F","D4","FLU",17.3,17.15,16.55,15.95,16.54,NA
"BG_F83","30","B","G","BG",83,"F","D4","FLU",17.8,17.3,17.3,16.8,16.32,NA
"BG_M39","25","B","G","BG",39,"M","D4","MOCK",19.05,19.4,19.45,20.2,19.85,NA
"BG_M40","25","B","G","BG",40,"M","D4","FLU",22.55,22.75,22,21.15,20.7,NA
"BG_M49","25","B","G","BG",49,"M","D4","FLU",21.55,21.5,21.5,20.4,19.7,NA
"BG_M51","25","B","G","BG",51,"M","D4","FLU",20.6,21.6,21.85,21.75,20.4,NA
"BG_M56","27","B","G","BG",56,"M","D2","MOCK",20.4,20.25,20.7,NA,NA,NA
"BG_M57","27","B","G","BG",57,"M","D2","FLU",21.15,21.05,20.75,NA,NA,NA
"BG_M59","27","B","G","BG",59,"M","D2","FLU",19.6,20.1,19.35,NA,NA,NA
"BG_M60","27","B","G","BG",60,"M","D2","FLU",19.75,19.65,19.15,NA,NA,NA
"BH_F10","40","B","H","BH",10,"F","D2","FLU",17.35,17.1,15.95,NA,NA,NA
"BH_F11","40","B","H","BH",11,"F","D4","MOCK",16.1,16.55,17.2,16.65,16.1,NA
"BH_F12","40","B","H","BH",12,"F","D4","FLU",16.9,16.9,16.9,16.45,16,NA
"BH_F14","40","B","H","BH",14,"F","D2","FLU",17.1,17,15.9,NA,NA,NA
"BH_F2","40","B","H","BH",2,"F","D2","MOCK",17,16.75,16.65,NA,NA,NA
"BH_F21","40","B","H","BH",21,"F","D4","FLU",15.3,15.35,15.75,14,12.95,NA
"BH_F3","40","B","H","BH",3,"F","D2","FLU",19.9,19.5,18.45,NA,NA,NA
"BH_F8","40","B","H","BH",8,"F","D4","FLU",17.45,17,16.6,14.8,13.65,NA
"BH_M100","51","B","H","BH",100,"M","D2","FLU",22,21.8,22.3,NA,NA,NA
"BH_M107","51","B","H","BH",107,"M","D2","FLU",23.8,23.7,21.5,NA,NA,NA
"BH_M220","56","B","H","BH",220,"M","D4","FLU",22,21.55,21.65,19.4,18,NA
"BH_M222","56","B","H","BH",222,"M","D2","FLU",22.3,21.95,21.75,NA,NA,NA
"BH_M224","56","B","H","BH",224,"M","D4","MOCK",19.65,19.8,20.2,20.05,19.35,NA
"BH_M228","56","B","H","BH",228,"M","D2","MOCK",19.6,19.85,20.05,NA,NA,NA
"BH_M231","56","B","H","BH",231,"M","D2","FLU",20.1,19.4,19.85,NA,NA,NA
"BH_M232","56","B","H","BH",232,"M","D4","FLU",19.8,19.6,19.2,16.8,16.45,NA
